0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,label
-4.7789917,1.2204304,3.9133139,-3.5054908,-2.9452934,0.59341526,0.7393236,-0.84111977,-1.9550306,-0.1063416,1.5750055,0.53843117,-0.6735317,-2.250543,-1.6090701,0.9525032,0.836177,-0.9043888,-0.8221806,-0.27835345,-0.35718346,1.1300511,1.2166986,-0.6137614,-0.70107055,0.53235555,0.41483843,-0.6547333,-0.7681488,-0.41336608,0.67129636,1.0927815,0.24039459,-0.5616839,-0.45165598,-0.26954585,0.055378616,0.3938441,-0.2358191,-0.5992645,0.042629123,0.40515667,0.33596715,0.009010464,-0.19247377,-0.0019308329,0.24587409,0.38279998,0.057212353,-0.20215952,-0.4793403,0.08099508,0.69114,-0.07708727,-0.3958428,0.13121504,0.15195972,0.23199594,0.5439369,-0.020137861,-0.40021956,-0.085357845,0.15605694,0.26130018,-211
-6.49646,2.4869022,3.8153324,-2.990571,-0.70839024,-0.86699533,0.3684454,-0.32382774,-1.185289,-0.5688386,1.0257826,0.8759861,-0.58167225,-2.7362437,-2.6978266,1.2021375,0.77521527,-1.7509276,-1.4185886,0.2501347,0.7942982,0.32860947,0.07865858,-0.53929996,-0.4162358,0.13053107,0.1009115,-0.43481457,-0.76223385,-0.53373253,0.45969462,1.0246758,0.38729265,-0.3730725,-0.61329234,-0.12577812,0.6889149,0.34972578,-0.548471,-0.42149892,0.34018826,0.62424767,0.4732265,0.062235534,-0.31625336,-0.07499957,0.3031487,0.47465953,0.1719473,-0.52402127,-0.68042815,0.060964882,0.4305354,-0.078890845,-0.43096352,0.06152785,0.30978942,0.25032824,0.41794765,0.031606976,-0.34795237,-0.05442351,0.28286868,0.15210682,-211
-0.90045166,-1.6914158,4.3318496,1.8330135,-4.6553955,1.2417355,1.888629,-0.82808685,-1.6739322,-0.13404346,1.7123308,1.2415857,0.8802207,-1.4204277,-1.2918317,1.3033495,0.39792788,-0.96148527,-0.6663302,0.7609496,1.0654187,0.4767933,0.8736706,-0.61512303,-1.0443554,0.78824544,0.6903608,-0.23303151,-0.5255809,-0.27308774,0.7867327,1.4194367,-0.14001119,-0.70696115,0.12655312,-0.13475756,-0.33508688,0.3704958,-0.07358742,-0.8886999,-0.24010265,0.19671416,0.46220714,-0.06503758,-0.58759284,-0.15131748,0.15604816,0.3449644,0.12076002,-0.31000912,-0.53756535,-0.19404984,0.36542803,-0.1300372,-0.43832922,-0.0805068,-0.033878297,0.110660195,0.4067003,-0.1762069,-0.4676038,-0.029713929,0.06923717,0.14504987,-211
-12.738495,4.3278313,9.9885235,-4.4969263,-0.39127636,1.5387926,1.567256,0.24723244,-1.6270236,0.22207332,3.0875177,1.7060657,-0.52669775,-1.648182,-1.646863,0.7949853,0.57881916,-0.9370526,-0.84924173,0.46247792,0.83270407,0.8404403,1.0171549,-0.67523026,-0.7636676,1.1043894,0.9030031,-0.5323584,-0.5734371,0.09201962,1.1601961,1.2199066,-0.4312872,-0.9618995,-0.060061872,0.09506665,0.3542446,0.36118314,-0.5990827,-1.0652055,0.15214705,0.8718014,0.33370957,-0.29944447,-0.4533471,-0.23507392,0.22923407,0.74137896,-0.009159088,-0.59806764,-0.621817,-0.099841595,0.5671848,-0.25644636,-0.74509025,0.025034368,0.034194082,0.17626196,0.36880982,-0.376553,-0.48999166,-0.20438647,0.21054727,0.45240766,-208
-8.156677,3.404745,5.031268,-1.5822258,3.013671,0.3723173,0.9884491,0.78766346,-0.5012983,0.5952146,3.0372133,2.9915514,0.6330454,-1.1470739,-1.5499473,1.3178091,1.4736689,-0.83277166,-0.8420538,0.7805476,0.8133588,0.72556543,1.4572282,-0.3683474,-0.99172044,1.0660837,0.86896527,-0.8066077,-0.25710237,0.2604078,0.9100187,1.1046057,-0.23017173,-0.84344375,-0.4199171,-0.24447943,0.30855525,0.6393358,-0.3368957,-1.1506045,-0.23096073,0.78909314,0.39486745,-0.6503618,-0.679991,0.04024315,0.26521242,0.36145025,-0.33595252,-0.65484965,-0.46553314,-0.02385658,0.51981306,-0.3627268,-0.7042756,0.015260041,-0.0070566833,0.12801415,0.45343912,-0.18703614,-0.50568116,-0.19850558,0.19120634,0.3052548,-208
15.22644,-4.2746105,-7.7786674,5.9294977,0.4990282,2.6857128,-0.99457264,-2.7726874,0.4709015,2.067162,1.5203791,1.2807488,0.82310855,-0.3388697,-0.14724797,0.9805565,1.5588111,-0.10000396,-0.63447416,0.80341053,1.375957,0.933949,0.8675277,-0.04626751,-0.90577376,0.49737263,0.8670324,-0.104270816,-0.72489774,-0.0361135,0.8097489,0.8134048,-0.38058645,-0.39249587,0.444325,-0.20441899,-0.3180281,0.47350395,-0.058032036,-0.35772526,-0.14586723,-0.13791418,0.18523028,-0.49382156,-0.37879193,-0.0579015,-0.18494406,-0.006771624,-0.03624749,-0.422742,-0.65169084,-0.002735734,0.40689665,-0.43219906,-0.4461124,0.0033904314,-0.2265792,0.06500226,0.11497408,-0.24981569,-0.3137679,-0.18647158,0.077588975,0.17407998,-211
5.7614136,2.7903976,-3.6095428,-1.858962,0.64480877,0.57917213,1.090745,1.1707649,0.677444,2.023241,1.3142195,-0.9398875,0.011769377,0.16307229,0.45760766,1.5777216,0.7671341,0.024206042,-0.07343376,0.304348,0.49678326,0.9752321,1.439354,-0.08284569,-0.5298314,0.9639256,0.88811576,-0.7153876,-0.3162247,0.40651995,0.7419896,0.75693107,-0.47979754,-0.58339083,0.1348083,0.11825837,0.18779552,0.24627525,-0.3477137,-0.86354655,-0.005144596,0.5453086,0.042536616,-0.5336288,-0.6598358,-0.2653278,0.2040579,0.22292587,-0.20538092,-0.68122137,-0.53468,0.05976039,0.15115124,-0.26220375,-0.48410642,-0.24579626,-0.10184735,-0.048408628,0.22052306,0.08551556,-0.46657693,-0.33593476,0.15758657,0.31682706,-208
-11.731903,4.118662,9.728712,-3.5707064,-0.33251,1.1121874,1.5552673,0.53241444,-1.2223848,0.3751247,3.322567,2.147882,-0.18770789,-0.08800089,0.28335837,1.2574267,0.8614918,-0.8045536,-0.11887103,1.369165,1.2203465,1.0766344,0.83007216,-0.17676616,-0.033320785,1.2485812,0.8200797,-0.6520269,-0.33609807,0.2404505,1.256774,1.1437266,-0.39510533,-0.7014501,-0.13046819,-0.37939978,-0.020371914,0.20947543,-0.57421327,-1.0451492,-0.07918787,0.6326021,-0.021441221,-0.52377653,-0.5917059,-0.41891837,0.079965875,0.5021361,-0.08591187,-0.61483383,-0.609673,-0.12615365,0.36590815,-0.4789089,-0.6309377,-0.087556005,-0.19004783,0.2519654,0.44955403,-0.24582927,-0.6040652,-0.31975758,0.22721922,0.49317634,-211
-8.085144,3.3874645,6.227475,-5.471382,-0.9002943,1.760138,0.36094093,-0.98215675,-3.3229246,-1.2342074,3.0461483,2.2010808,-0.79831624,-1.6166567,-1.142532,0.4234512,0.39948237,-0.67872894,-0.6318295,0.20649958,0.2482214,0.5072193,0.57384825,-1.0674188,-1.04532,0.8047614,0.6287651,-0.9491334,-0.7565068,0.12088913,0.8216653,0.8667793,-0.4745044,-0.4205991,0.041762233,-0.26316085,0.33875287,0.83171666,-0.2199676,-1.1015711,0.33915138,1.058755,0.21681818,-0.35839078,-0.39982444,-0.075956106,0.35912648,0.6253669,-0.14183569,-0.46056497,-0.3297937,0.24109215,0.7115943,-0.0834346,-0.44639158,0.009522021,0.07679844,0.18410432,0.38188422,-0.1429782,-0.495062,-0.38178337,0.13986957,0.3822859,231
-5.1282654,2.7006798,6.873998,-3.2473154,-0.7458801,1.3315339,0.09403896,-0.8326349,-2.6896944,-0.36782956,2.4791336,2.30826,0.41701305,-0.33828235,-1.1577289,0.4651699,0.4934553,-0.16773617,0.19326037,0.24092937,0.31743765,0.68671465,0.9738958,-0.605839,-0.5043982,1.3552005,0.6388693,-0.9061997,-0.76632273,0.35652572,0.6442801,0.9253583,-0.2634982,-0.6450069,-0.12569487,-0.13907692,0.25449014,0.71581507,-0.2847848,-0.9384236,0.17337513,0.646593,0.23096469,-0.53741837,-0.6778573,-0.31034625,0.15951046,0.5485997,-0.008474708,-0.36812997,-0.3554716,0.053186417,0.523061,-0.31642222,-0.55231917,0.06504327,-0.19196028,-0.027116954,0.27721214,-0.22355734,-0.56931186,-0.33253986,0.21869397,0.2733705,208
